Date,Symbol,Price,Available Supply,Unlocked Supply,Team Managed Wallets (TBD),Team Managed Wallets,Public Token Sale
May 29 2025,LINK,0,1000000000.00,556850000.00,443150000.00,206850000.00,350000000.00
May 29 2025,LINK,0,1000000000.00,556850000.00,443150000.00,206850000.00,350000000.00
May 28 2025,LINK,0,1000000000.00,556850000.00,443150000.00,206850000.00,350000000.00
May 28 2025,LINK,0,1000000000.00,556850000.00,443150000.00,206850000.00,350000000.00
May 27 2025,LINK,0,1000000000.00,556850000.00,443150000.00,206850000.00,350000000.00
May 27 2025,LINK,0,1000000000.00,556850000.00,443150000.00,206850000.00,350000000.00
May 26 2025,LINK,0,1000000000.00,556850000.00,443150000.00,206850000.00,350000000.00
May 26 2025,LINK,0,1000000000.00,556850000.00,443150000.00,206850000.00,350000000.00
May 25 2025,LINK,0,1000000000.00,556850000.00,443150000.00,206850000.00,350000000.00
May 25 2025,LINK,0,1000000000.00,556850000.00,443150000.00,206850000.00,350000000.00
May 24 2025,LINK,0,1000000000.00,556850000.00,443150000.00,206850000.00,350000000.00
May 24 2025,LINK,0,1000000000.00,556850000.00,443150000.00,206850000.00,350000000.00
May 23 2025,LINK,0,1000000000.00,556850000.00,443150000.00,206850000.00,350000000.00
May 23 2025,LINK,0,1000000000.00,556850000.00,443150000.00,206850000.00,350000000.00
May 22 2025,LINK,0,1000000000.00,556850000.00,443150000.00,206850000.00,350000000.00
May 21 2025,LINK,0,1000000000.00,556850000.00,443150000.00,206850000.00,350000000.00
May 21 2025,LINK,0,1000000000.00,556850000.00,443150000.00,206850000.00,350000000.00
May 20 2025,LINK,0,1000000000.00,556850000.00,443150000.00,206850000.00,350000000.00
May 20 2025,LINK,0,1000000000.00,556850000.00,443150000.00,206850000.00,350000000.00
May 19 2025,LINK,0,1000000000.00,556850000.00,443150000.00,206850000.00,350000000.00
May 19 2025,LINK,0,1000000000.00,556850000.00,443150000.00,206850000.00,350000000.00
May 18 2025,LINK,0,1000000000.00,556850000.00,443150000.00,206850000.00,350000000.00
May 18 2025,LINK,0,1000000000.00,556850000.00,443150000.00,206850000.00,350000000.00
May 17 2025,LINK,0,1000000000.00,556850000.00,443150000.00,206850000.00,350000000.00
May 17 2025,LINK,0,1000000000.00,556850000.00,443150000.00,206850000.00,350000000.00
May 16 2025,LINK,0,1000000000.00,556850000.00,443150000.00,206850000.00,350000000.00
May 16 2025,LINK,0,1000000000.00,556850000.00,443150000.00,206850000.00,350000000.00
May 15 2025,LINK,0,1000000000.00,556850000.00,443150000.00,206850000.00,350000000.00
May 14 2025,LINK,0,1000000000.00,556850000.00,443150000.00,206850000.00,350000000.00
May 14 2025,LINK,0,1000000000.00,556850000.00,443150000.00,206850000.00,350000000.00
May 13 2025,LINK,0,1000000000.00,556850000.00,443150000.00,206850000.00,350000000.00
May 13 2025,LINK,0,1000000000.00,556850000.00,443150000.00,206850000.00,350000000.00
May 12 2025,LINK,0,1000000000.00,556850000.00,443150000.00,206850000.00,350000000.00
May 12 2025,LINK,0,1000000000.00,556850000.00,443150000.00,206850000.00,350000000.00
May 11 2025,LINK,0,1000000000.00,556850000.00,443150000.00,206850000.00,350000000.00
May 11 2025,LINK,0,1000000000.00,556850000.00,443150000.00,206850000.00,350000000.00
May 10 2025,LINK,0,1000000000.00,556850000.00,443150000.00,206850000.00,350000000.00
May 10 2025,LINK,0,1000000000.00,556850000.00,443150000.00,206850000.00,350000000.00
May 09 2025,LINK,0,1000000000.00,556850000.00,443150000.00,206850000.00,350000000.00
May 09 2025,LINK,0,1000000000.00,556850000.00,443150000.00,206850000.00,350000000.00
May 08 2025,LINK,0,1000000000.00,556850000.00,443150000.00,206850000.00,350000000.00
May 08 2025,LINK,0,1000000000.00,556850000.00,443150000.00,206850000.00,350000000.00
May 07 2025,LINK,0,1000000000.00,556850000.00,443150000.00,206850000.00,350000000.00
May 06 2025,LINK,0,1000000000.00,556850000.00,443150000.00,206850000.00,350000000.00
May 06 2025,LINK,0,1000000000.00,556850000.00,443150000.00,206850000.00,350000000.00
May 05 2025,LINK,0,1000000000.00,556850000.00,443150000.00,206850000.00,350000000.00
May 05 2025,LINK,0,1000000000.00,556850000.00,443150000.00,206850000.00,350000000.00
May 04 2025,LINK,0,1000000000.00,556850000.00,443150000.00,206850000.00,350000000.00
May 04 2025,LINK,0,1000000000.00,556850000.00,443150000.00,206850000.00,350000000.00
May 03 2025,LINK,0,1000000000.00,556850000.00,443150000.00,206850000.00,350000000.00
May 03 2025,LINK,0,1000000000.00,556850000.00,443150000.00,206850000.00,350000000.00
May 02 2025,LINK,0,1000000000.00,556850000.00,443150000.00,206850000.00,350000000.00
May 02 2025,LINK,0,1000000000.00,556850000.00,443150000.00,206850000.00,350000000.00
May 01 2025,LINK,0,1000000000.00,556850000.00,443150000.00,206850000.00,350000000.00
May 01 2025,LINK,0,1000000000.00,556850000.00,443150000.00,206850000.00,350000000.00
Apr 30 2025,LINK,0,1000000000.00,556850000.00,443150000.00,206850000.00,350000000.00
Apr 30 2025,LINK,0,1000000000.00,556850000.00,443150000.00,206850000.00,350000000.00
Apr 29 2025,LINK,0,1000000000.00,556850000.00,443150000.00,206850000.00,350000000.00
Apr 28 2025,LINK,0,1000000000.00,556850000.00,443150000.00,206850000.00,350000000.00
Apr 28 2025,LINK,0,1000000000.00,556850000.00,443150000.00,206850000.00,350000000.00
Apr 27 2025,LINK,0,1000000000.00,556850000.00,443150000.00,206850000.00,350000000.00
Apr 27 2025,LINK,0,1000000000.00,556850000.00,443150000.00,206850000.00,350000000.00
Apr 26 2025,LINK,0,1000000000.00,556850000.00,443150000.00,206850000.00,350000000.00
Apr 26 2025,LINK,0,1000000000.00,556850000.00,443150000.00,206850000.00,350000000.00
Apr 25 2025,LINK,0,1000000000.00,556850000.00,443150000.00,206850000.00,350000000.00
Apr 25 2025,LINK,0,1000000000.00,556850000.00,443150000.00,206850000.00,350000000.00
Apr 24 2025,LINK,0,1000000000.00,556850000.00,443150000.00,206850000.00,350000000.00
Apr 24 2025,LINK,0,1000000000.00,556850000.00,443150000.00,206850000.00,350000000.00
Apr 23 2025,LINK,0,1000000000.00,556850000.00,443150000.00,206850000.00,350000000.00
Apr 23 2025,LINK,0,1000000000.00,556850000.00,443150000.00,206850000.00,350000000.00
Apr 22 2025,LINK,0,1000000000.00,556850000.00,443150000.00,206850000.00,350000000.00
Apr 21 2025,LINK,0,1000000000.00,556850000.00,443150000.00,206850000.00,350000000.00
Apr 21 2025,LINK,0,1000000000.00,556850000.00,443150000.00,206850000.00,350000000.00
Apr 20 2025,LINK,0,1000000000.00,556850000.00,443150000.00,206850000.00,350000000.00
Apr 20 2025,LINK,0,1000000000.00,556850000.00,443150000.00,206850000.00,350000000.00
Apr 19 2025,LINK,0,1000000000.00,556850000.00,443150000.00,206850000.00,350000000.00
Apr 19 2025,LINK,0,1000000000.00,556850000.00,443150000.00,206850000.00,350000000.00
Apr 18 2025,LINK,0,1000000000.00,556850000.00,443150000.00,206850000.00,350000000.00
Apr 18 2025,LINK,0,1000000000.00,556850000.00,443150000.00,206850000.00,350000000.00
Apr 17 2025,LINK,0,1000000000.00,556850000.00,443150000.00,206850000.00,350000000.00
Apr 17 2025,LINK,0,1000000000.00,556850000.00,443150000.00,206850000.00,350000000.00
Apr 16 2025,LINK,0,1000000000.00,556850000.00,443150000.00,206850000.00,350000000.00
Apr 16 2025,LINK,0,1000000000.00,556850000.00,443150000.00,206850000.00,350000000.00
Apr 15 2025,LINK,0,1000000000.00,556850000.00,443150000.00,206850000.00,350000000.00
Apr 15 2025,LINK,0,1000000000.00,556850000.00,443150000.00,206850000.00,350000000.00
Apr 14 2025,LINK,0,1000000000.00,556850000.00,443150000.00,206850000.00,350000000.00
Apr 13 2025,LINK,0,1000000000.00,556850000.00,443150000.00,206850000.00,350000000.00
Apr 13 2025,LINK,0,1000000000.00,556850000.00,443150000.00,206850000.00,350000000.00
Apr 12 2025,LINK,0,1000000000.00,556850000.00,443150000.00,206850000.00,350000000.00
Apr 12 2025,LINK,0,1000000000.00,556850000.00,443150000.00,206850000.00,350000000.00
Apr 11 2025,LINK,0,1000000000.00,556850000.00,443150000.00,206850000.00,350000000.00
Apr 11 2025,LINK,0,1000000000.00,556850000.00,443150000.00,206850000.00,350000000.00
Apr 10 2025,LINK,0,1000000000.00,556850000.00,443150000.00,206850000.00,350000000.00
Apr 10 2025,LINK,0,1000000000.00,556850000.00,443150000.00,206850000.00,350000000.00
Apr 09 2025,LINK,0,1000000000.00,556850000.00,443150000.00,206850000.00,350000000.00
Apr 09 2025,LINK,0,1000000000.00,556850000.00,443150000.00,206850000.00,350000000.00
Apr 08 2025,LINK,0,1000000000.00,556850000.00,443150000.00,206850000.00,350000000.00
Apr 08 2025,LINK,0,1000000000.00,556850000.00,443150000.00,206850000.00,350000000.00
Apr 07 2025,LINK,0,1000000000.00,556850000.00,443150000.00,206850000.00,350000000.00
Apr 06 2025,LINK,0,1000000000.00,556850000.00,443150000.00,206850000.00,350000000.00
Apr 06 2025,LINK,0,1000000000.00,556850000.00,443150000.00,206850000.00,350000000.00
Apr 05 2025,LINK,0,1000000000.00,556850000.00,443150000.00,206850000.00,350000000.00
Apr 05 2025,LINK,0,1000000000.00,556850000.00,443150000.00,206850000.00,350000000.00
Apr 04 2025,LINK,0,1000000000.00,556850000.00,443150000.00,206850000.00,350000000.00
Apr 04 2025,LINK,0,1000000000.00,556850000.00,443150000.00,206850000.00,350000000.00
Apr 03 2025,LINK,0,1000000000.00,556850000.00,443150000.00,206850000.00,350000000.00
Apr 03 2025,LINK,0,1000000000.00,556850000.00,443150000.00,206850000.00,350000000.00
Apr 02 2025,LINK,0,1000000000.00,556850000.00,443150000.00,206850000.00,350000000.00
Apr 02 2025,LINK,0,1000000000.00,556850000.00,443150000.00,206850000.00,350000000.00
Apr 01 2025,LINK,0,1000000000.00,556850000.00,443150000.00,206850000.00,350000000.00
Apr 01 2025,LINK,0,1000000000.00,556850000.00,443150000.00,206850000.00,350000000.00
Mar 31 2025,LINK,0,1000000000.00,556850000.00,443150000.00,206850000.00,350000000.00
Mar 31 2025,LINK,0,1000000000.00,556850000.00,443150000.00,206850000.00,350000000.00
Mar 30 2025,LINK,0,1000000000.00,556850000.00,443150000.00,206850000.00,350000000.00
Mar 29 2025,LINK,0,1000000000.00,556850000.00,443150000.00,206850000.00,350000000.00
Mar 29 2025,LINK,0,1000000000.00,556850000.00,443150000.00,206850000.00,350000000.00
Mar 28 2025,LINK,0,1000000000.00,556850000.00,443150000.00,206850000.00,350000000.00
Mar 28 2025,LINK,0,1000000000.00,556850000.00,443150000.00,206850000.00,350000000.00
Mar 27 2025,LINK,0,1000000000.00,556850000.00,443150000.00,206850000.00,350000000.00
Mar 27 2025,LINK,0,1000000000.00,556850000.00,443150000.00,206850000.00,350000000.00
Mar 26 2025,LINK,0,1000000000.00,556850000.00,443150000.00,206850000.00,350000000.00
Mar 26 2025,LINK,0,1000000000.00,556850000.00,443150000.00,206850000.00,350000000.00
Mar 25 2025,LINK,0,1000000000.00,556850000.00,443150000.00,206850000.00,350000000.00
Mar 25 2025,LINK,0,1000000000.00,556850000.00,443150000.00,206850000.00,350000000.00
Mar 25 2025,LINK,0,1000000000.00,556850000.00,443150000.00,206850000.00,350000000.00
Mar 24 2025,LINK,0,1000000000.00,556850000.00,443150000.00,206850000.00,350000000.00
Mar 24 2025,LINK,0,1000000000.00,556850000.00,443150000.00,206850000.00,350000000.00
Mar 23 2025,LINK,0,1000000000.00,556850000.00,443150000.00,206850000.00,350000000.00
Mar 22 2025,LINK,0,1000000000.00,556850000.00,443150000.00,206850000.00,350000000.00
Mar 22 2025,LINK,0,1000000000.00,556850000.00,443150000.00,206850000.00,350000000.00
Mar 21 2025,LINK,0,1000000000.00,556850000.00,443150000.00,206850000.00,350000000.00
Mar 21 2025,LINK,0,1000000000.00,556850000.00,443150000.00,206850000.00,350000000.00
Mar 20 2025,LINK,0,1000000000.00,556850000.00,443150000.00,206850000.00,350000000.00
Mar 20 2025,LINK,0,1000000000.00,556850000.00,443150000.00,206850000.00,350000000.00
Mar 19 2025,LINK,0,1000000000.00,556850000.00,443150000.00,206850000.00,350000000.00
Mar 19 2025,LINK,0,1000000000.00,556850000.00,443150000.00,206850000.00,350000000.00
Mar 18 2025,LINK,0,1000000000.00,556850000.00,443150000.00,206850000.00,350000000.00
Mar 18 2025,LINK,0,1000000000.00,556850000.00,443150000.00,206850000.00,350000000.00
Mar 17 2025,LINK,0,1000000000.00,556850000.00,443150000.00,206850000.00,350000000.00
Mar 17 2025,LINK,0,1000000000.00,556850000.00,443150000.00,206850000.00,350000000.00
Mar 16 2025,LINK,0,1000000000.00,556850000.00,443150000.00,206850000.00,350000000.00
Mar 16 2025,LINK,0,1000000000.00,556850000.00,443150000.00,206850000.00,350000000.00
Mar 15 2025,LINK,0,1000000000.00,556850000.00,443150000.00,206850000.00,350000000.00
Mar 14 2025,LINK,0,1000000000.00,556850000.00,443150000.00,206850000.00,350000000.00
Mar 14 2025,LINK,0,1000000000.00,556850000.00,443150000.00,206850000.00,350000000.00
Mar 13 2025,LINK,0,1000000000.00,556850000.00,443150000.00,206850000.00,350000000.00
Mar 13 2025,LINK,0,1000000000.00,556850000.00,443150000.00,206850000.00,350000000.00
Mar 12 2025,LINK,0,1000000000.00,556850000.00,443150000.00,206850000.00,350000000.00
Mar 12 2025,LINK,0,1000000000.00,556850000.00,443150000.00,206850000.00,350000000.00
Mar 11 2025,LINK,0,1000000000.00,556850000.00,443150000.00,206850000.00,350000000.00
Mar 11 2025,LINK,0,1000000000.00,556850000.00,443150000.00,206850000.00,350000000.00
Mar 10 2025,LINK,0,1000000000.00,556850000.00,443150000.00,206850000.00,350000000.00
Mar 10 2025,LINK,0,1000000000.00,556850000.00,443150000.00,206850000.00,350000000.00
Mar 09 2025,LINK,0,1000000000.00,556850000.00,443150000.00,206850000.00,350000000.00
Mar 09 2025,LINK,0,1000000000.00,556850000.00,443150000.00,206850000.00,350000000.00
Mar 08 2025,LINK,0,1000000000.00,556850000.00,443150000.00,206850000.00,350000000.00
Mar 08 2025,LINK,0,1000000000.00,556850000.00,443150000.00,206850000.00,350000000.00
Mar 07 2025,LINK,0,1000000000.00,556850000.00,443150000.00,206850000.00,350000000.00
Mar 06 2025,LINK,0,1000000000.00,556850000.00,443150000.00,206850000.00,350000000.00
Mar 06 2025,LINK,0,1000000000.00,556850000.00,443150000.00,206850000.00,350000000.00
Mar 05 2025,LINK,0,1000000000.00,556850000.00,443150000.00,206850000.00,350000000.00
Mar 05 2025,LINK,0,1000000000.00,556850000.00,443150000.00,206850000.00,350000000.00
Mar 04 2025,LINK,0,1000000000.00,556850000.00,443150000.00,206850000.00,350000000.00
Mar 04 2025,LINK,0,1000000000.00,556850000.00,443150000.00,206850000.00,350000000.00
Mar 03 2025,LINK,0,1000000000.00,556850000.00,443150000.00,206850000.00,350000000.00
Mar 03 2025,LINK,0,1000000000.00,556850000.00,443150000.00,206850000.00,350000000.00
Mar 02 2025,LINK,0,1000000000.00,556850000.00,443150000.00,206850000.00,350000000.00
Mar 02 2025,LINK,0,1000000000.00,556850000.00,443150000.00,206850000.00,350000000.00
Mar 01 2025,LINK,0,1000000000.00,556850000.00,443150000.00,206850000.00,350000000.00
Mar 01 2025,LINK,0,1000000000.00,556850000.00,443150000.00,206850000.00,350000000.00
Feb 28 2025,LINK,0,1000000000.00,556850000.00,443150000.00,206850000.00,350000000.00
Feb 27 2025,LINK,0,1000000000.00,556850000.00,443150000.00,206850000.00,350000000.00
Feb 27 2025,LINK,0,1000000000.00,556850000.00,443150000.00,206850000.00,350000000.00
Feb 26 2025,LINK,0,1000000000.00,556850000.00,443150000.00,206850000.00,350000000.00
Feb 26 2025,LINK,0,1000000000.00,556850000.00,443150000.00,206850000.00,350000000.00
Feb 25 2025,LINK,0,1000000000.00,556850000.00,443150000.00,206850000.00,350000000.00
Feb 25 2025,LINK,0,1000000000.00,556850000.00,443150000.00,206850000.00,350000000.00
Feb 24 2025,LINK,0,1000000000.00,556850000.00,443150000.00,206850000.00,350000000.00
Feb 24 2025,LINK,0,1000000000.00,556850000.00,443150000.00,206850000.00,350000000.00
Feb 23 2025,LINK,0,1000000000.00,556850000.00,443150000.00,206850000.00,350000000.00
Feb 23 2025,LINK,0,1000000000.00,556850000.00,443150000.00,206850000.00,350000000.00
Feb 22 2025,LINK,0,1000000000.00,556850000.00,443150000.00,206850000.00,350000000.00
Feb 22 2025,LINK,0,1000000000.00,556850000.00,443150000.00,206850000.00,350000000.00
Feb 21 2025,LINK,0,1000000000.00,556850000.00,443150000.00,206850000.00,350000000.00
Feb 21 2025,LINK,0,1000000000.00,556850000.00,443150000.00,206850000.00,350000000.00
Feb 20 2025,LINK,0,1000000000.00,556850000.00,443150000.00,206850000.00,350000000.00
Feb 19 2025,LINK,0,1000000000.00,556850000.00,443150000.00,206850000.00,350000000.00
Feb 19 2025,LINK,0,1000000000.00,556850000.00,443150000.00,206850000.00,350000000.00
Feb 18 2025,LINK,0,1000000000.00,556850000.00,443150000.00,206850000.00,350000000.00
Feb 18 2025,LINK,0,1000000000.00,556850000.00,443150000.00,206850000.00,350000000.00
Feb 17 2025,LINK,0,1000000000.00,556850000.00,443150000.00,206850000.00,350000000.00
Feb 17 2025,LINK,0,1000000000.00,556850000.00,443150000.00,206850000.00,350000000.00
Feb 16 2025,LINK,0,1000000000.00,556850000.00,443150000.00,206850000.00,350000000.00
Feb 16 2025,LINK,0,1000000000.00,556850000.00,443150000.00,206850000.00,350000000.00
Feb 15 2025,LINK,0,1000000000.00,556850000.00,443150000.00,206850000.00,350000000.00
Feb 15 2025,LINK,0,1000000000.00,556850000.00,443150000.00,206850000.00,350000000.00
Feb 14 2025,LINK,0,1000000000.00,556850000.00,443150000.00,206850000.00,350000000.00
Feb 14 2025,LINK,0,1000000000.00,556850000.00,443150000.00,206850000.00,350000000.00
Feb 13 2025,LINK,0,1000000000.00,556850000.00,443150000.00,206850000.00,350000000.00
Feb 12 2025,LINK,0,1000000000.00,556850000.00,443150000.00,206850000.00,350000000.00
Feb 12 2025,LINK,0,1000000000.00,556850000.00,443150000.00,206850000.00,350000000.00
Feb 11 2025,LINK,0,1000000000.00,556850000.00,443150000.00,206850000.00,350000000.00
Feb 11 2025,LINK,0,1000000000.00,556850000.00,443150000.00,206850000.00,350000000.00
Feb 10 2025,LINK,0,1000000000.00,556850000.00,443150000.00,206850000.00,350000000.00
Feb 10 2025,LINK,0,1000000000.00,556850000.00,443150000.00,206850000.00,350000000.00
Feb 09 2025,LINK,0,1000000000.00,556850000.00,443150000.00,206850000.00,350000000.00
Feb 09 2025,LINK,0,1000000000.00,556850000.00,443150000.00,206850000.00,350000000.00
Feb 08 2025,LINK,0,1000000000.00,556850000.00,443150000.00,206850000.00,350000000.00
Feb 08 2025,LINK,0,1000000000.00,556850000.00,443150000.00,206850000.00,350000000.00
Feb 07 2025,LINK,0,1000000000.00,556850000.00,443150000.00,206850000.00,350000000.00
Feb 07 2025,LINK,0,1000000000.00,556850000.00,443150000.00,206850000.00,350000000.00
Feb 06 2025,LINK,0,1000000000.00,556850000.00,443150000.00,206850000.00,350000000.00
Feb 06 2025,LINK,0,1000000000.00,556850000.00,443150000.00,206850000.00,350000000.00
Feb 05 2025,LINK,0,1000000000.00,556850000.00,443150000.00,206850000.00,350000000.00
Feb 04 2025,LINK,0,1000000000.00,556850000.00,443150000.00,206850000.00,350000000.00
Feb 04 2025,LINK,0,1000000000.00,556850000.00,443150000.00,206850000.00,350000000.00
Feb 03 2025,LINK,0,1000000000.00,556850000.00,443150000.00,206850000.00,350000000.00
Feb 03 2025,LINK,0,1000000000.00,556850000.00,443150000.00,206850000.00,350000000.00
Feb 02 2025,LINK,0,1000000000.00,556850000.00,443150000.00,206850000.00,350000000.00
Feb 02 2025,LINK,0,1000000000.00,556850000.00,443150000.00,206850000.00,350000000.00
Feb 01 2025,LINK,0,1000000000.00,556850000.00,443150000.00,206850000.00,350000000.00
Feb 01 2025,LINK,0,1000000000.00,556850000.00,443150000.00,206850000.00,350000000.00
Jan 31 2025,LINK,0,1000000000.00,556850000.00,443150000.00,206850000.00,350000000.00
Jan 31 2025,LINK,0,1000000000.00,556850000.00,443150000.00,206850000.00,350000000.00
