Date,Symbol,Price,Available Supply,Unlocked Supply,Founder / Team,Private Investors,Community & Other
Jan 07 2030,HFT,0,968012144.00,968012144.00,218200000.00,250000000.00,499812144.00
Jan 07 2030,HFT,0,968012144.00,968012144.00,218200000.00,250000000.00,499812144.00
Jan 06 2030,HFT,0,968012144.00,968012144.00,218200000.00,250000000.00,499812144.00
Jan 06 2030,HFT,0,968012144.00,968012144.00,218200000.00,250000000.00,499812144.00
Jan 05 2030,HFT,0,968012144.00,968012144.00,218200000.00,250000000.00,499812144.00
Jan 05 2030,HFT,0,968012144.00,968012144.00,218200000.00,250000000.00,499812144.00
Jan 04 2030,HFT,0,968012144.00,968012144.00,218200000.00,250000000.00,499812144.00
Jan 04 2030,HFT,0,968012144.00,968012144.00,218200000.00,250000000.00,499812144.00
Jan 03 2030,HFT,0,968012144.00,968012144.00,218200000.00,250000000.00,499812144.00
Jan 03 2030,HFT,0,968012144.00,968012144.00,218200000.00,250000000.00,499812144.00
Jan 02 2030,HFT,0,968012144.00,968012144.00,218200000.00,250000000.00,499812144.00
Jan 02 2030,HFT,0,968012144.00,968012144.00,218200000.00,250000000.00,499812144.00
Jan 01 2030,HFT,0,968012144.00,968012144.00,218200000.00,250000000.00,499812144.00
Jan 01 2030,HFT,0,968012144.00,968012144.00,218200000.00,250000000.00,499812144.00
Dec 31 2029,HFT,0,968012144.00,968012144.00,218200000.00,250000000.00,499812144.00
Dec 31 2029,HFT,0,968012144.00,968012144.00,218200000.00,250000000.00,499812144.00
Dec 30 2029,HFT,0,968012144.00,968012144.00,218200000.00,250000000.00,499812144.00
Dec 30 2029,HFT,0,968012144.00,968012144.00,218200000.00,250000000.00,499812144.00
Dec 30 2029,HFT,0,968012144.00,968012144.00,218200000.00,250000000.00,499812144.00
Dec 29 2029,HFT,0,968012144.00,968012144.00,218200000.00,250000000.00,499812144.00
Dec 29 2029,HFT,0,968012144.00,968012144.00,218200000.00,250000000.00,499812144.00
Dec 28 2029,HFT,0,968012144.00,968012144.00,218200000.00,250000000.00,499812144.00
Dec 28 2029,HFT,0,968012144.00,968012144.00,218200000.00,250000000.00,499812144.00
Dec 27 2029,HFT,0,968012144.00,968012144.00,218200000.00,250000000.00,499812144.00
Dec 27 2029,HFT,0,968012144.00,968012144.00,218200000.00,250000000.00,499812144.00
Dec 26 2029,HFT,0,968012144.00,968012144.00,218200000.00,250000000.00,499812144.00
Dec 26 2029,HFT,0,968012144.00,968012144.00,218200000.00,250000000.00,499812144.00
Dec 25 2029,HFT,0,968012144.00,968012144.00,218200000.00,250000000.00,499812144.00
Dec 25 2029,HFT,0,968012144.00,968012144.00,218200000.00,250000000.00,499812144.00
Dec 24 2029,HFT,0,968012144.00,968012144.00,218200000.00,250000000.00,499812144.00
Dec 24 2029,HFT,0,968012144.00,968012144.00,218200000.00,250000000.00,499812144.00
Dec 23 2029,HFT,0,968012144.00,968012144.00,218200000.00,250000000.00,499812144.00
Dec 23 2029,HFT,0,968012144.00,968012144.00,218200000.00,250000000.00,499812144.00
Dec 22 2029,HFT,0,968012144.00,968012144.00,218200000.00,250000000.00,499812144.00
Dec 22 2029,HFT,0,968012144.00,968012144.00,218200000.00,250000000.00,499812144.00
Dec 21 2029,HFT,0,968012144.00,968012144.00,218200000.00,250000000.00,499812144.00
Dec 21 2029,HFT,0,968012144.00,968012144.00,218200000.00,250000000.00,499812144.00
Dec 21 2029,HFT,0,968012144.00,968012144.00,218200000.00,250000000.00,499812144.00
Dec 20 2029,HFT,0,968012144.00,968012144.00,218200000.00,250000000.00,499812144.00
Dec 20 2029,HFT,0,968012144.00,968012144.00,218200000.00,250000000.00,499812144.00
Dec 19 2029,HFT,0,968012144.00,968012144.00,218200000.00,250000000.00,499812144.00
Dec 19 2029,HFT,0,968012144.00,968012144.00,218200000.00,250000000.00,499812144.00
Dec 18 2029,HFT,0,968012144.00,968012144.00,218200000.00,250000000.00,499812144.00
Dec 18 2029,HFT,0,968012144.00,968012144.00,218200000.00,250000000.00,499812144.00
Dec 17 2029,HFT,0,968012144.00,968012144.00,218200000.00,250000000.00,499812144.00
Dec 17 2029,HFT,0,968012144.00,968012144.00,218200000.00,250000000.00,499812144.00
Dec 16 2029,HFT,0,968012144.00,968012144.00,218200000.00,250000000.00,499812144.00
Dec 16 2029,HFT,0,968012144.00,968012144.00,218200000.00,250000000.00,499812144.00
Dec 15 2029,HFT,0,968012144.00,968012144.00,218200000.00,250000000.00,499812144.00
Dec 15 2029,HFT,0,968012144.00,968012144.00,218200000.00,250000000.00,499812144.00
Dec 14 2029,HFT,0,968012144.00,968012144.00,218200000.00,250000000.00,499812144.00
Dec 14 2029,HFT,0,968012144.00,968012144.00,218200000.00,250000000.00,499812144.00
Dec 13 2029,HFT,0,968012144.00,968012144.00,218200000.00,250000000.00,499812144.00
Dec 13 2029,HFT,0,968012144.00,968012144.00,218200000.00,250000000.00,499812144.00
Dec 13 2029,HFT,0,968012144.00,968012144.00,218200000.00,250000000.00,499812144.00
Dec 12 2029,HFT,0,968012144.00,968012144.00,218200000.00,250000000.00,499812144.00
Dec 12 2029,HFT,0,968012144.00,968012144.00,218200000.00,250000000.00,499812144.00
Dec 11 2029,HFT,0,968012144.00,968012144.00,218200000.00,250000000.00,499812144.00
Dec 11 2029,HFT,0,968012144.00,968012144.00,218200000.00,250000000.00,499812144.00
Dec 10 2029,HFT,0,968012144.00,968012144.00,218200000.00,250000000.00,499812144.00
Dec 10 2029,HFT,0,968012144.00,968012144.00,218200000.00,250000000.00,499812144.00
Dec 09 2029,HFT,0,968012144.00,968012144.00,218200000.00,250000000.00,499812144.00
Dec 09 2029,HFT,0,968012144.00,968012144.00,218200000.00,250000000.00,499812144.00
Dec 08 2029,HFT,0,968012144.00,968012144.00,218200000.00,250000000.00,499812144.00
Dec 08 2029,HFT,0,968012144.00,968012144.00,218200000.00,250000000.00,499812144.00
Dec 07 2029,HFT,0,968012144.00,968012144.00,218200000.00,250000000.00,499812144.00
Dec 07 2029,HFT,0,968012144.00,968012144.00,218200000.00,250000000.00,499812144.00
Dec 06 2029,HFT,0,968012144.00,968012144.00,218200000.00,250000000.00,499812144.00
Dec 06 2029,HFT,0,968012144.00,968012144.00,218200000.00,250000000.00,499812144.00
Dec 05 2029,HFT,0,968012144.00,968012144.00,218200000.00,250000000.00,499812144.00
Dec 05 2029,HFT,0,968012144.00,968012144.00,218200000.00,250000000.00,499812144.00
Dec 05 2029,HFT,0,968012144.00,968012144.00,218200000.00,250000000.00,499812144.00
Dec 04 2029,HFT,0,968012144.00,968012144.00,218200000.00,250000000.00,499812144.00
Dec 04 2029,HFT,0,968012144.00,968012144.00,218200000.00,250000000.00,499812144.00
Dec 03 2029,HFT,0,968012144.00,968012144.00,218200000.00,250000000.00,499812144.00
Dec 03 2029,HFT,0,968012144.00,968012144.00,218200000.00,250000000.00,499812144.00
Dec 02 2029,HFT,0,968012144.00,968012144.00,218200000.00,250000000.00,499812144.00
Dec 02 2029,HFT,0,968012144.00,968012144.00,218200000.00,250000000.00,499812144.00
Dec 01 2029,HFT,0,968012144.00,968012144.00,218200000.00,250000000.00,499812144.00
Dec 01 2029,HFT,0,968012144.00,968012144.00,218200000.00,250000000.00,499812144.00
Nov 30 2029,HFT,0,968012144.00,968012144.00,218200000.00,250000000.00,499812144.00
Nov 30 2029,HFT,0,968012144.00,968012144.00,218200000.00,250000000.00,499812144.00
Nov 29 2029,HFT,0,968012144.00,968012144.00,218200000.00,250000000.00,499812144.00
Nov 29 2029,HFT,0,968012144.00,968012144.00,218200000.00,250000000.00,499812144.00
Nov 28 2029,HFT,0,968012144.00,968012144.00,218200000.00,250000000.00,499812144.00
Nov 28 2029,HFT,0,968012144.00,968012144.00,218200000.00,250000000.00,499812144.00
Nov 27 2029,HFT,0,968012144.00,968012144.00,218200000.00,250000000.00,499812144.00
Nov 27 2029,HFT,0,968012144.00,968012144.00,218200000.00,250000000.00,499812144.00
Nov 27 2029,HFT,0,968012144.00,968012144.00,218200000.00,250000000.00,499812144.00
Nov 26 2029,HFT,0,968012144.00,968012144.00,218200000.00,250000000.00,499812144.00
Nov 26 2029,HFT,0,968012144.00,968012144.00,218200000.00,250000000.00,499812144.00
Nov 25 2029,HFT,0,968012144.00,968012144.00,218200000.00,250000000.00,499812144.00
Nov 25 2029,HFT,0,968012144.00,968012144.00,218200000.00,250000000.00,499812144.00
Nov 24 2029,HFT,0,968012144.00,968012144.00,218200000.00,250000000.00,499812144.00
Nov 24 2029,HFT,0,968012144.00,968012144.00,218200000.00,250000000.00,499812144.00
Nov 23 2029,HFT,0,968012144.00,968012144.00,218200000.00,250000000.00,499812144.00
Nov 23 2029,HFT,0,968012144.00,968012144.00,218200000.00,250000000.00,499812144.00
Nov 22 2029,HFT,0,968012144.00,968012144.00,218200000.00,250000000.00,499812144.00
Nov 22 2029,HFT,0,968012144.00,968012144.00,218200000.00,250000000.00,499812144.00
Nov 21 2029,HFT,0,968012144.00,968012144.00,218200000.00,250000000.00,499812144.00
Nov 21 2029,HFT,0,968012144.00,968012144.00,218200000.00,250000000.00,499812144.00
Nov 20 2029,HFT,0,968012144.00,968012144.00,218200000.00,250000000.00,499812144.00
Nov 20 2029,HFT,0,968012144.00,968012144.00,218200000.00,250000000.00,499812144.00
Nov 19 2029,HFT,0,968012144.00,968012144.00,218200000.00,250000000.00,499812144.00
Nov 19 2029,HFT,0,968012144.00,968012144.00,218200000.00,250000000.00,499812144.00
Nov 18 2029,HFT,0,968012144.00,968012144.00,218200000.00,250000000.00,499812144.00
Nov 18 2029,HFT,0,968012144.00,968012144.00,218200000.00,250000000.00,499812144.00
Nov 18 2029,HFT,0,968012144.00,968012144.00,218200000.00,250000000.00,499812144.00
Nov 17 2029,HFT,0,968012144.00,968012144.00,218200000.00,250000000.00,499812144.00
Nov 17 2029,HFT,0,968012144.00,968012144.00,218200000.00,250000000.00,499812144.00
Nov 16 2029,HFT,0,968012144.00,968012144.00,218200000.00,250000000.00,499812144.00
Nov 16 2029,HFT,0,968012144.00,968012144.00,218200000.00,250000000.00,499812144.00
Nov 15 2029,HFT,0,968012144.00,968012144.00,218200000.00,250000000.00,499812144.00
Nov 15 2029,HFT,0,968012144.00,968012144.00,218200000.00,250000000.00,499812144.00
Nov 14 2029,HFT,0,968012144.00,968012144.00,218200000.00,250000000.00,499812144.00
Nov 14 2029,HFT,0,968012144.00,968012144.00,218200000.00,250000000.00,499812144.00
Nov 13 2029,HFT,0,968012144.00,968012144.00,218200000.00,250000000.00,499812144.00
Nov 13 2029,HFT,0,968012144.00,968012144.00,218200000.00,250000000.00,499812144.00
Nov 12 2029,HFT,0,968012144.00,968012144.00,218200000.00,250000000.00,499812144.00
Nov 12 2029,HFT,0,968012144.00,968012144.00,218200000.00,250000000.00,499812144.00
Nov 11 2029,HFT,0,968012144.00,968012144.00,218200000.00,250000000.00,499812144.00
Nov 11 2029,HFT,0,968012144.00,968012144.00,218200000.00,250000000.00,499812144.00
Nov 10 2029,HFT,0,968012144.00,968012144.00,218200000.00,250000000.00,499812144.00
Nov 10 2029,HFT,0,968012144.00,968012144.00,218200000.00,250000000.00,499812144.00
Nov 10 2029,HFT,0,968012144.00,968012144.00,218200000.00,250000000.00,499812144.00
Nov 09 2029,HFT,0,968012144.00,968012144.00,218200000.00,250000000.00,499812144.00
Nov 09 2029,HFT,0,968012144.00,968012144.00,218200000.00,250000000.00,499812144.00
Nov 08 2029,HFT,0,968012144.00,968012144.00,218200000.00,250000000.00,499812144.00
Nov 08 2029,HFT,0,968012144.00,968012144.00,218200000.00,250000000.00,499812144.00
Nov 07 2029,HFT,0,968012144.00,968012144.00,218200000.00,250000000.00,499812144.00
Nov 07 2029,HFT,0,968012144.00,968012144.00,218200000.00,250000000.00,499812144.00
Nov 06 2029,HFT,0,968012144.00,968012144.00,218200000.00,250000000.00,499812144.00
Nov 06 2029,HFT,0,968012144.00,968012144.00,218200000.00,250000000.00,499812144.00
Nov 05 2029,HFT,0,968012144.00,968012144.00,218200000.00,250000000.00,499812144.00
Nov 05 2029,HFT,0,968012144.00,968012144.00,218200000.00,250000000.00,499812144.00
Nov 04 2029,HFT,0,968012144.00,968012144.00,218200000.00,250000000.00,499812144.00
Nov 04 2029,HFT,0,968012144.00,968012144.00,218200000.00,250000000.00,499812144.00
Nov 03 2029,HFT,0,968012144.00,968012144.00,218200000.00,250000000.00,499812144.00
Nov 03 2029,HFT,0,968012144.00,968012144.00,218200000.00,250000000.00,499812144.00
Nov 02 2029,HFT,0,968012144.00,968012144.00,218200000.00,250000000.00,499812144.00
Nov 02 2029,HFT,0,968012144.00,968012144.00,218200000.00,250000000.00,499812144.00
Nov 02 2029,HFT,0,968012144.00,968012144.00,218200000.00,250000000.00,499812144.00
Nov 01 2029,HFT,0,968012144.00,968012144.00,218200000.00,250000000.00,499812144.00
Nov 01 2029,HFT,0,968012144.00,968012144.00,218200000.00,250000000.00,499812144.00
Oct 31 2029,HFT,0,968012144.00,968012144.00,218200000.00,250000000.00,499812144.00
Oct 31 2029,HFT,0,968012144.00,968012144.00,218200000.00,250000000.00,499812144.00
Oct 30 2029,HFT,0,968012144.00,968012144.00,218200000.00,250000000.00,499812144.00
Oct 30 2029,HFT,0,968012144.00,968012144.00,218200000.00,250000000.00,499812144.00
Oct 29 2029,HFT,0,968012144.00,968012144.00,218200000.00,250000000.00,499812144.00
Oct 29 2029,HFT,0,968012144.00,968012144.00,218200000.00,250000000.00,499812144.00
Oct 28 2029,HFT,0,968012144.00,968012144.00,218200000.00,250000000.00,499812144.00
Oct 28 2029,HFT,0,968012144.00,968012144.00,218200000.00,250000000.00,499812144.00
Oct 27 2029,HFT,0,968012144.00,968012144.00,218200000.00,250000000.00,499812144.00
Oct 27 2029,HFT,0,968012144.00,968012144.00,218200000.00,250000000.00,499812144.00
Oct 26 2029,HFT,0,968012144.00,968012144.00,218200000.00,250000000.00,499812144.00
Oct 26 2029,HFT,0,968012144.00,968012144.00,218200000.00,250000000.00,499812144.00
Oct 25 2029,HFT,0,968012144.00,968012144.00,218200000.00,250000000.00,499812144.00
Oct 25 2029,HFT,0,968012144.00,968012144.00,218200000.00,250000000.00,499812144.00
Oct 24 2029,HFT,0,968012144.00,968012144.00,218200000.00,250000000.00,499812144.00
Oct 24 2029,HFT,0,968012144.00,968012144.00,218200000.00,250000000.00,499812144.00
